IsROS,IsCybersecurity,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation  of Privilege,Item Title,Abstract,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Building a cloud-based digital twin for remote monitoring and control of a robotic assembly system,"The potential of digital twin (DT) technology to revolutionize industry by enabling virtual simulations of physical systems in real-time has garnered significant attention in recent years. DTs have been widely applied in the manufacturing field to solve various problems, such as shopfloor resource optimization, layout design, commissioning, monitoring, and supervisory control. Cloud-based DT (CBDT) is an emerging concept and shows promise in achieving enhanced remote accessibility, data processing and analysis capabilities, and scalability. However, current CBDT research is still very limited and mainly focuses on theoretical framework that leverages cloud computing advantages in data processing aspects. Yet, practical implementation with technical details for creating a CBDT of a complex manufacturing system is rarely reported, and the interactions between cloud infrastructure and DT modeling and visualization are scarcely investigated. To fill the gaps, this paper first proposes a general CBDT framework for supporting smart manufacturing services. This framework features the integration of modularized cloud intelligence, DT modeling, and DT visualization to achieve enhanced remote accessibility. Moreover, a prototyping system that entails the CBDT-enabled remote monitoring and control services is implemented for a legacy robotic assembly system to partially showcase the process of the proposed framework. The usefulness and remote accessibility of the developed CBDT-based prototype system is further demonstrated with web-based functionalities such as assembly job status update, real-time 3-dimensional DT visualization and simulation of assembly tasks, and remote feedback control over the physical system. Lastly, the prototype system is built upon open-source toolkits (e.g., WebGL) and low-cost commercial software platforms (e.g., Unity and Google Cloud Platform), which could potentially open new opportunities for aiding small-to-medium companies for digital transformation. Future works and limitations are also discussed in the end.",The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-023-12611-7,Md Tahmid Bin TouhidMrunal MarneTheodore OskrobaSayed Amirhossein MirahmadiEnshen ZhuAlireza MehrabianFantahun DefershaSheng Yang,2023.0,https://link.springer.com/article/10.1007/s00170-023-12611-7,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Nanotechnology based materials and inventions to fight against COVID-19: recent progress in the development of robust diagnostics, surveillance tools, therapeutics and vaccines","Outbreak of SARS-CoV2 and the COVID-19 pandemic had posed a threat to the healthcare system. The world had witnessed the failure of the healthcare system in the diagnosis, surveillance, and development of therapeutics effective against COVID-19. Hence, research emphasis has been given to technological inventions in developing robust and effective tools to fight against respiratory viral outbreaks, including SARS-CoV2.",Health and Technology,,,,10.1007/s12553-024-00880-5,Shweta KumarHema SinghMahendra Kumar Verma,2024.0,https://link.springer.com/article/10.1007/s12553-024-00880-5,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On the&#xa0;Black-Box Complexity of&#xa0;Private-Key Inner-Product Functional Encryption,"We initiate the study of the black-box complexity of private-key functional encryption (FE). Of central importance in the private-key setting is the inner-product functionality, which is currently only known from assumptions that imply public-key encryption, such as Decisional Diffie-Hellman or Learning-with-Errors. As our main result, we rule out black-box constructions of private-key inner-product FE from random oracles. This implies a black-box separation between private-key inner-product FE from all symmetric-key primitives implied by random oracles (e.g., symmetric-key encryption and collision-resistant hash functions).",Theory of Cryptography,,,,10.1007/978-3-031-78020-2_11,Mohammad HajiabadiRoman LangrehrAdam O’NeillMingyuan Wang,2025.0,https://link.springer.com/chapter/10.1007/978-3-031-78020-2_11,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Compute, but&#xa0;Verify: Efficient Multiparty Computation over&#xa0;Authenticated Inputs","Traditional notions of secure multiparty computation (MPC) allow mutually distrusting parties to jointly compute a function over their private inputs, but typically do not specify how these inputs are chosen. Motivated by real-world applications where corrupt inputs could adversely impact privacy and operational legitimacy, we consider a notion of authenticated MPC where the inputs are authenticated (for instance, signed using a digital signature) by some certification authority. We propose a generic and efficient compiler that transforms any linear secret sharing based honest-majority MPC protocol into one with input authentication.",Advances in Cryptology – ASIACRYPT 2024,,,,10.1007/978-981-96-0938-3_5,Moumita DuttaChaya GaneshSikhar PatranabisNitin Singh,2025.0,https://link.springer.com/chapter/10.1007/978-981-96-0938-3_5,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Drivers of Financial Efficiency for Portuguese Food Industry Through Crises,"The food industry plays a vital role in Portugal´s economy and society. This requires an analysis of the capabilities that enabled the sector to endure and thrive through economic downturns. The paper analyzes financial efficiency and its drivers in Portuguese food manufacturing firms from 2012 to 2021 using Data Envelopment Analysis and fractional regression modeling. Several tests are performed to select the most adequate model for the chosen data and provide robust results. Findings indicate a low average financial efficiency of the firms throughout the period. The COVID-19 pandemic particularly suppressed efficiency to the lowest level observed. When facing financial distress, the firm's internal resources and capabilities become the primary drivers of resilience. Firm-specific factors like age, financial autonomy, asset tangibility, and exporting display a statistically significant correlation with financial efficiency during recessions, rather than external factors like GDP growth. The paper concludes with implications for strategic emphasis on financial independence, tangible capital, exporting capability, and support for younger firms in the food industry to improve their viability under adverse situations.","Management, Tourism and Smart Technologies",,,,10.1007/978-3-031-74825-7_17,Le Quyen NguyenAntónio FernandesAlcina NunesJoão Paulo PereiraNuno RibeiroPaula Odete FernandesJorge Alves,2024.0,https://link.springer.com/chapter/10.1007/978-3-031-74825-7_17,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enhanced Sonosensitizing and Dual-Enzyme Mimicking Activities of Au@TiO<sub>2</sub>-rGO Nanocomposite for Synergistic Medical Applications,"The present study focused on the Au@TiO2-rGO nanocomposite, highlighting its dual functionality as a sonosensitizer for sonodynamic therapy (SDT) and as a dual-enzyme mimic for enhanced therapeutic efficacy. TiO2, a widely recognized sonosensitizer, is incorporated with gold nanoparticles (Au) and reduced graphene oxide (rGO) to create Au@TiO2-rGO. In this work, we have elaborated Au@TiO2-rGO nanocomposite using a simple solvothermal procedure using only a preferable solvent that acts as both reducing and surfactant molecules. This prevents and minimizes the formation of many byproducts which can inhibit the intrinsic properties of the nanocomposite. This nanocomposite displayed enhanced sonosensitizing efficacy and sonothermal effects, attributed to the synergistic effects of Au, TiO2, and rGO. Additionally, the nanocomposite exhibited dual enzyme-like mimicking activities, acting as a peroxidase-mimic under ultrasound activation for increased •OH radical production and a glucose oxidase-mimic for glucose depletion, contributing to a synergistic starving-like therapy. Comprehensive characterizations confirmed the nanocomposite’s structure, and experimental results demonstrate its superior sonosensitizing and enzyme-like activities compared to control nanocomposites. The findings highlighted the potential of Au@TiO2-rGO as a multifunctional nanocomposite for medical applications.",BioNanoScience,,,,10.1007/s12668-025-01832-7,Elaa ChibaSami AmeurRidha AjjelFadhel AloulouTariq AltalhiAmine Mezni,2025.0,https://link.springer.com/article/10.1007/s12668-025-01832-7,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Experimental characterization of VHPC reinforced with short synthetic fibers,"Very-High-Performance Concrete (VHPC) are defined as concrete capable of reaching compressive strength higher than 80 MPa. These performances can be reached thanks to its compact and extremely dense microstructure, as a result of a proper mix. Together with their great durability properties, these concretes may lead to reduce cross sections of structural elements and thus save material and built volumes. The addition of synthetic fibers allows to significantly increase the toughness and crack opening resistance, beyond the tensile strength. These benefits can easily be traduced in an improved durability of the VHPC concrete. the aim of this research activity is to enlarge the experimental database of high-performances concrete reinforced with synthetic fibers having different size. In fact, contrary to the case of steel fibers, few works are report ed in literature regarding the types of fibers investigated herein. In the present work three Very High-Performance Fiber Reinforced Concrete (VHPFRC) mixes have been studied and characterized in laboratory. The mixes were realized with the same VHPC concrete matrix and different types of synthetic fibers: 10 mm straight polyvinyl alcohol (PVA) fibers; 30 mm waved polypropylene (PP) fibers; 40 mm waved polypropylene (PP) fibers. The first mix was realized using PVA fibers only, the second with 30 mm PP fibers and the last one was obtained by mixing PVA fibers and 40 mm PP fibers. A further VHPC mix with no fibers has been also realized and tested as reference material. Compression tests on both cylindrical and cubic specimens and modulus of elasticity tests have been performed for each mix. The VHPFRC toughness have been determined by means of three-points bending tests according to EN 14651. The bending parameters obtained from the experimental test have been compared between all the mixes and an analysis of the fracture energy has been performed. Moreover, each mix has been tested at bending with four-points setup in order to verify the efficiency of this test type for VHPC reinforced with synthetic fiber. The results provided in the paper highlight the different effects, in terms of mechanical response, caused by fibers of different size at different cracking stages of the tested materials.",Materials and Structures,,,,10.1617/s11527-025-02605-0,V. RomanazziF. MicelliS. MoroP. Serna RosM. A. Aiello,2025.0,https://link.springer.com/article/10.1617/s11527-025-02605-0,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Efficient Asymmetric PAKE Compiler from&#xa0;KEM and&#xa0;AE,"Password Authenticated Key Exchange (PAKE) allows two parties to establish a secure session key with a shared low-entropy password pw. Asymmetric PAKE (aPAKE) extends PAKE in the client-server setting, and the server only stores a password file instead of the plain password so as to provide additional security guarantee when the server is compromised.",Advances in Cryptology – ASIACRYPT 2024,,,,10.1007/978-981-96-0935-2_2,You LyuShengli LiuShuai Han,2025.0,https://link.springer.com/chapter/10.1007/978-981-96-0935-2_2,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Systematic Review on Pill and Medication Dispensers from a Human-Centered Perspective,"As medication adherence represents a critical challenge in healthcare, pill and medication dispensers have gained increasing attention as potential solutions to promote adherence and improve patient outcomes. Following the PRISMA (Preferred Reporting Items for Systematic reviews and Meta-Analyses) methodology, we carried out a systematic literature review on papers indexed in Scopus and PubMed, which present solutions for pill or medication dispensers. Given the importance of user acceptance for these solutions, the research questions of the survey are driven by a human-centered perspective. We first provide an overview of the different solutions, classifying them according to their stage of development. We then analyze each solution considering its hardware/software architecture. Finally, we review the characteristics of user interfaces designed for interacting with pill and medication dispensers and analyze the involvement of different types of users in dispenser management. On the basis of this analysis, we draw findings and indications for future research that are aimed to provide insights to healthcare professionals, researchers, and designers who are interested in developing and using pill and medication dispensers.",Journal of Healthcare Informatics Research,,,,10.1007/s41666-024-00161-w,Luigi GargioniDaniela FogliPietro Baroni,2024.0,https://link.springer.com/article/10.1007/s41666-024-00161-w,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On Wagner’s k-Tree Algorithm Over Integers,"The k-Tree algorithm [49] is a non-trivial algorithm for the average-case k-SUM problem that has found widespread use in cryptanalysis. Its input consists of k lists, each containing n integers from a range of size m. Wagner’s original heuristic analysis [49] suggested that this algorithm succeeds with constant probability if \(n \approx m^{1/(\log {k}+1)}\), and that in this case it runs in time O(kn). Subsequent rigorous analysis of the algorithm [33, 39, 47] has shown that it succeeds with high probability if the input list sizes are significantly larger than this.",Advances in Cryptology – ASIACRYPT 2025,,,,10.1007/978-981-95-5018-0_16,Haoxing LinPrashant Nalini Vasudevan,2026.0,https://link.springer.com/chapter/10.1007/978-981-95-5018-0_16,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Differentially-private data synthetisation for efficient re-identification risk control,"Protecting user data privacy can be achieved via many methods, from statistical transformations to generative models. However, they all have critical drawbacks. For example, creating a transformed data set using traditional techniques is highly time-consuming. Also, recent deep learning-based solutions require significant computational resources in addition to long training phases, and differentially private-based solutions may undermine data utility. In this paper, we propose \(\epsilon\)-PrivateSMOTE, a technique designed to protect against re-identification and linkage attacks, particularly addressing cases with a high re-identification risk. Our proposal combines synthetic data generation via noise-induced interpolation with differential privacy principles to obfuscate high-risk cases. We demonstrate how \(\epsilon\)-PrivateSMOTE is capable of achieving competitive results in privacy risk and better predictive performance when compared to multiple traditional and state-of-the-art privacy-preservation methods, including generative adversarial networks, variational autoencoders, and differential privacy baselines. We also show how our method improves time requirements by at least a factor of 9 and is a resource-efficient solution that ensures high performance without specialised hardware.",Machine Learning,,,,10.1007/s10994-025-06799-w,Tânia CarvalhoNuno MonizLuís AntunesNitesh Chawla,2025.0,https://link.springer.com/article/10.1007/s10994-025-06799-w,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Augmenting the Antibacterial and Antioxidant Ability of SeNPs Synthesized with <i>Alpinia officinarum</i> Extract using Chitosan Nanoparticles,"The search for effective and eco-friendly alternatives to conventional antibiotics is essential due to the global threat of antimicrobial resistance. In this study, selenium nanoparticles (Se-NPs) were biosynthesized using an aqueous rhizome extract of Alpinia officinarum Hance (AOE; lesser galangal) as a natural reducing and stabilizing agent. Chitosan (Cht), extracted from Fenneropenaeus indicus with a deacetylation degree of 91.4%, was converted into nanochitosan (NCht) with an average diameter of 60.71 nm and a surface charge of + 39.2 mV. The AOE-mediated Se-NPs were spherical, with an average size of 34.6 nm and a surface charge of –23.32 mV. Dynamic light scattering (DLS), zeta potential analysis, transmission and scanning electron microscopy (TEM, SEM), ultraviolet–visible spectroscopy (UV–Vis), and Fourier transform infrared spectroscopy (FTIR) confirmed the successful synthesis and conjugation of NCht with AOE/Se-NPs. The antibacterial activity of the nanocomposites was evaluated against Aeromonas hydrophila, Pseudomonas sp., and Staphylococcus aureus using inhibition zone diameter (IZD) and minimum inhibitory concentration (MIC) assays. NCht/AOE/Se-NPs exhibited the most potent antibacterial activity, producing the largest inhibition zones and the lowest MIC values, with S. aureus being the most resistant and A. hydrophila the most sensitive strain. SEM imaging of A. hydrophila exposed to NCht/AOE/Se-NPs revealed extensive structural damage, with complete bacterial degradation observed within 8 h. Antioxidant potential was assessed via DPPH radical scavenging, with concentrations ranging from 15.625 to 500 μg/mL. NCht/AOE/Se-NPs demonstrated the strongest activity (IC50 = 54.3 μg/mL), approaching the efficacy of ascorbic acid. These findings highlight the synergistic enhancement of antioxidant and antibacterial properties when combining NCht with AOE/Se-NPs. The developed nanocomposite offers a safe, bio-based, and environmentally sustainable approach for applications in food safety, medicine, and pharmaceutical formulations.",BioNanoScience,,,,10.1007/s12668-025-02226-5,Noha M. M. El-BaheiMohamed M. ZayedAhmed A. TayelAyman Y. AllamGholamreza Abdi,2025.0,https://link.springer.com/article/10.1007/s12668-025-02226-5,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"An Educational, Semi-autonomous Telepresence Robot Called Sally","Approaching technologies to young users has been broadly tackled in the past years through different methods. From well-known competitions, to commercial kits, students are quickly grasping technology at early stages of life. At La Salle-URL university we have been developing robotics workshops for the past 8 years. Despite the efforts on constantly improving these workshops, we have reached a point where a radical change is required. There is an urgent need to update our workshops programme to offer more challenging content and new methodologies addressing the current students’ demands on the one hand. On the other, we also need workshops that integrate in an effective way the inclusion of both on-line and on-site students without being detrimental to either group. In this paper, we propose a new academic methodology for the robotics workshops, along with additional tools. In this sense, we present our robot Sally, a semi-autonomous telepresence robot, that will support the proposed methodology. Students will be introduced to robotic capabilities that are currently being used in research and industry; 3D design; multiple sensors and actuators programming and applications for a voice assistant, among other topics.",Learning and Collaboration Technologies. Novel Technological Environments,,,,10.1007/978-3-031-05675-8_12,Selene Caro-ViaAlbert Garangou-CulebrasAlex Falcó-OlmoCarlota Parés-MorlansRaquel Ros,2022.0,https://link.springer.com/chapter/10.1007/978-3-031-05675-8_12,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extracellular Biosynthesis Silver Nanoparticles Using <i>Streptomyces</i> spp. and Evaluating Its Effects Against Important Tomato Pathogens and Cancer Cells,"Tomato (Solanum lycopersicum L.) holds significant importance as a primary vegetable crop globally. In this research, the extracellular green-synthesis of silver nanoparticles was accomplished by using some Gram positive bacteria. Three isolates including KM59, SM88, and KM93 exhibited the highest nanoparticle biosynthesis activity. The isolates were identified according to colony morphology and the 16S rRNA gene sequence identities, as Streptomyces spp. The obtained AgNPs were characterized by TEM and exhibited various shapes, including hexagonal, pentagonal, spherical, and triangular. The MIC for Ralstonia solanacearum was determined to be 25, 6.25, and 25 µg/mL for the AgNPs93, AgNPs88, and AgNPs59, respectively. The MIC of AgNPs93, AgNPs88, and AgNPs59 against Xanthomonas campestris was assessed at concentrations of 25, 12.5, and 50 µg/mL, respectively. In the case of Alternaia alternata, the MIC for AgNPs93 and AgNPs59 was found to be 50 µg/mL, while for AgNPs88, it was 25 µg/mL. Furthermore, the MIC of AgNPs88 against Rhizoctonia solani was determined to be 12.5 µg/mL, whereas for AgNPs93, it was 25 µg/mL, and for AgNPs59, it was 50 µg/mL. Disease index was reduced (AgNPs88 demonstrated the most potent inhibitory effect, whereas AgNPs59 displayed the least inhibitory effect) when tomato plants inoculated with fungal and bacterial pathogens treated with the AgNPs at MIC concentrations. The cytotoxicity of AgNPs on the B16F10 cancer cell lines determined by the means of MTT assay. Biosynthesis of AgNPs using Actinobacteria is an eco-friendly process. In agriculture, medical sciences, and industry, process optimization can become a valuable technology for mass production.",BioNanoScience,,,,10.1007/s12668-024-01443-8,Meysam Soltani NejadSaeed TarighiParissa TaheriMajid Darroudi,2024.0,https://link.springer.com/article/10.1007/s12668-024-01443-8,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Analysis of the Performance of Different Accountability Strategies for Autonomous Robots,"Providing an efficient logging engine to determine the causes of an event is needed to enforce humans trust in computing systems. This fact becomes increasingly challenging in robotics, where unexpected decisions can have unpredictable consequences in sensitive environments, endangering human interests. In order to analyze the causes of an incident or to anticipate future behaviors, it is necessary to record every cause of a given event. Although this task is usually developed through logging systems, characteristics such as incomplete recording of events, the inclusion of unhelpful data, or the impact on robot performance, make it necessary to conceive new accountability solutions. This work presents a generic approach to developing an accountability system that consists of four main components: a system event logger, a message producer, a distributed event streaming platform, and a database. The proposed solution has been tested in several assessment scenarios in order to define the best strategy to reduce the impact of auditing and logging tasks on robot performance.",14th International Conference on Computational Intelligence in Security for Information Systems and 12th International Conference on European Transnational Educational (CISIS 2021 and ICEUTE 2021),,,,10.1007/978-3-030-87872-6_5,Laura Fernández-BecerraÁngel Manuel Guerrero-HiguerasFrancisco Javier Rodríguez-LeraCamino Fernández-Llamas,2022.0,https://link.springer.com/chapter/10.1007/978-3-030-87872-6_5,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tanuki: New Frameworks for (Concurrently Secure) Blind Signatures from Post-Quantum Group Actions,"Blind signatures are fundamental cryptographic primitives enabling privacy-preserving authentication and have seen renewed interest in the post-quantum literature. Existing efficient constructions predominantly rely on Fischlin’s generic paradigm instantiated over lattice assumptions, while blinding techniques for \(\varSigma \)-protocol-based blind signatures remain sparse beyond lattices. Moreover, achieving provable concurrent security under polynomially many sessions has been a longstanding open challenge for this approach in the post-quantum literature as evidenced by the recent attacks in EC’24 and PKC’24.",Advances in Cryptology – ASIACRYPT 2025,,,,10.1007/978-981-95-5113-2_2,Lucjan HanzlikYi-Fu LaiMarzio MulaEugenio ParacucchiDaniel SlamanigGang Tang,2026.0,https://link.springer.com/chapter/10.1007/978-981-95-5113-2_2,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Power Consumption Reduction Method and Edge Offload Server for Multiple Robots,"There are emerging services for the transports and nursing with multiple robots has become more familiar to our society. Considering the increasing demand for automatic multiple robotic services, it appears the research into automatic multiple robotic services is not satisfactory. Specifically, the issues of power consumption of these robots, and its potential reduction have not been sufficiently discussed.",Edge Computing – EDGE 2021,,,,10.1007/978-3-030-96504-4_1,Sannomiya NatsuhoTakeshi OhkawaHideharu AmanoMidori Sugaya,2022.0,https://link.springer.com/chapter/10.1007/978-3-030-96504-4_1,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phytochemical Characterization and Therapeutic Potential of Catechin in the Treatment of Urinary Tract Infections,"Urinary Tract Infections (UTIs) are a prevalent global health concern, often caused by bacterial pathogens such as Escherichia coli. In recent years, there has been a growing interest in exploring natural compounds for their therapeutic potential against UTIs. This research focuses on the phytochemical characterization of tea leaf extracts and the specific emphasis on catechin, a flavonoid known for its potent antioxidant and antimicrobial properties. The paper provides an in-depth analysis of the existing literature on the subject, highlighting the potential of catechin as a novel and effective treatment for UTIs.","Innovation & Advances in Risk Assessment, Volume 1",,,,10.1007/978-981-96-4926-6_6,Avinash KumarNeha Chandel,2025.0,https://link.springer.com/chapter/10.1007/978-981-96-4926-6_6,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reinforcement learning and the Metaverse: a symbiotic collaboration,"The Metaverse is an emerging virtual reality space that merges digital and physical worlds and provides users with immersive, interactive, and persistent virtual environments. The Metaverse leverages multiple technologies, including digital twins, blockchain, artificial intelligence, extended reality, and edge computing to realize the seamless connectivity and interaction between both worlds: physical and virtual. Artificial Intelligence (AI) empowers intelligent decisions in such complex dynamic environments. More specifically, Reinforcement Learning (RL) is uniquely effective in the context of Metaverse applications due to the natural process of learning through interaction and its modeling of sequential decision making, allowing it to be flexible, dynamic, and able to discover complex strategies and emergent behavior in complicated environments where programming explicit rules is impractical. Although multiple works have explored the research on the Metaverse and AI-based applications, there remains a significant gap in the literature that addresses the contribution of RL algorithms within the Metaverse. Therefore, this review presents a comprehensive overview of RL algorithms for Metaverse applications. We examine the architecture of Metaverse networks, the role of RL in enhancing virtual interactions, and the potential for transferring learned behaviors to real-world applications. Furthermore, we categorize the key challenges, opportunities, and research directions associated with deploying RL in the Metaverse.",Artificial Intelligence Review,,,,10.1007/s10462-025-11433-1,Nada ElsokkaryWasif KhanMohammed ShurrabRabeb MizouniShakti SinghJamal BentaharAzzam MouradHadi Otrok,2025.0,https://link.springer.com/article/10.1007/s10462-025-11433-1,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Steel Slag-Based Compost Teas: An Innovative Strategy To Enhance Yield, Biochemical, and Physiological Performance of Lettuce Under Drought Stress","Global warming, with rising temperatures and increasing drought conditions, poses a serious threat to agriculture, accelerating soil degradation, reducing crop yields and compromising production quality. In this work, we investigated the effects of different compost teas (CTs) on the growth, physiological and biochemical responses of lettuce under drought stress in a greenhouse experiment.",Waste and Biomass Valorization,,,,10.1007/s12649-025-03357-2,Aouabe AbdelhamidEl Mazouni NizarErrouh FaridSbbar NairaNabaha KhalidChagiri HassanKhalisse HichamEt Oudra BrahimMeddich Abdelilah,2025.0,https://link.springer.com/article/10.1007/s12649-025-03357-2,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Application of biotin identified through metabolomics improves growth and yield of mung beans grown in moon soil simulant,"Plants are the primary producers of the Bioregenerative Life Support Systems. However, establishing sustainable agriculture on the Moon presents significant challenges due to the extreme abiotic stress conditions of the lunar environment. Moon soil (regolith) is characterized by poor nutrient availability and high levels of reactive oxygen species (ROS)-inducing elements, making it inhospitable for plant growth. Overcoming these limitations requires innovative strategies to enhance plant resilience and productivity. In this study, we investigated the effect of exogenous biotin identified via untargeted metabolomics on the growth, physiological responses and productivity of mung bean cultivated on moon soil simulant. Untargeted metabolomics analysis revealed that the biotin metabolism pathway was the most significantly downregulated pathway under moon soil simulant conditions. Exogenous application of biotin concentration of 1.0 mM significantly reduced oxidative stress, as evidenced by a decrease in lipid peroxidation levels and an enhancement of antioxidant enzyme activity; including catalase, ascorbate peroxidase, and glutathione reductase, compared to untreated controls. Total phenolic content and glutathione content were also enhanced at 1.0 mM biotin concentration. Biotin further improved nitrogen metabolism enzymes activity such as nitrate reductase, nitrite reductase, glutamate synthase, and glutamine synthetase. This treatment resulted in higher leaf nitrogen content and lower carbon-to-nitrogen ratio. Notably, 1.0 mM biotin treatment induced the most pronounced improvements, with net photosynthetic rate showing approximately 2.6-fold increase and pod yield 2.9-fold increase compared to controls. This is the first study to evaluate the role of biotin in mitigating abiotic stress and improving plant productivity on moon soil simulant, offering valuable insights for advancing space farming systems.",CEAS Space Journal,,,,10.1007/s12567-025-00689-6,Samira SalifuChairat TreesubsuntornWares ChancharoenPotiwat NgamkajornwiwatArnon Setsungnern,2025.0,https://link.springer.com/article/10.1007/s12567-025-00689-6,Article
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,An Open-source UAV Digital Twin framework: A Case Study on Remote Sensing in the Andean Mountains,"The increasing demand for unmanned aerial vehicles (UAVs) in the aerospace industry highlights the need for precise simulation environments, especially in remote regions. This study develops an open-source framework for a customized UAV simulation environment using ROS-Gazebo and Ardupilot. The method includes a realistic reconstruction of the environment based on free satellite information, the ROS-Gazebo scheme for modeling and testing the UAV platform, and Ardupilot for mission design and deployment. The methodology aims to reduce costs in surveillance missions and conduct more efficient operations in high-risk and challenging areas. To evaluate the accuracy of UAV positioning for simulating real missions, an experimental validation of the digital twin was carried out using real flight data records from two self-built UAVs equipped with the open-source Ardupilot autopilot. One of the aircraft, a fixed-wing UAV, was tested near the Antisana volcano (4500 meters above sea level), where wind gusts reached speeds of 9 to 12 m/s. These tests revealed maximum errors of 9% in the Z-axis trajectory (altitude). The other aircraft, a quadcopter, was evaluated in the Parque Carolina in Quito (2800 meters above sea level), with wind gusts between 5 and 7 m/s, showing an error of 8% in the Z-axis trajectory. The presented results demonstrate the suitability of the proposed method for emulating complex missions using digital twin models. In this regard, the main contribution of this work lies in its potential for the precise prediction of flight missions in the Z-axis, a crucial variable for avoiding collisions in mountainous regions.",Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-025-02276-7,Esteban ValenciaFrancisco ToapantaGabriel OñaAndrey CarrilloDaniel AláezErick LoyagaWilliam ChamorroPatricio CruzJackeline AbadPatrick Vandewalle,2025.0,https://link.springer.com/article/10.1007/s10846-025-02276-7,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hierarchical framework integrating rapidly-exploring random tree with deep reinforcement learning for autonomous vehicle,"This paper proposes a systematic driving framework where the decision making module of reinforcement learning (RL) is integrated with rapidly-exploring random tree (RRT) as motion planning. RL is used to generate local goals and semantic speed commands to control the longitudinal speed of a vehicle while rewards are designed for the driving safety and the traffic efficiency. Guaranteeing the driving comfort, RRT returns a feasible path to be followed by the vehicle with the speed commands. The scene decomposition approach is implemented to scale the deep neural network (DNN) to environments with multiple traffic participants and double deep Q-networks (DDQN) with prioritized experience replay (PER) is utilized to accelerate the training process. To handle the disturbance of the perception of the agent, we use an ensemble of neural networks to evaluate the uncertainty of decisions. It has shown that the proposed framework can tackle unexpected actions of traffic participants at an intersection yielding safe, comfort and efficient driving behaviors. Also, the ensemble of DDQN with PER is proved to be superior over standard DDQN in terms of learning efficiency and disturbance vulnerability.",Applied Intelligence,,,,10.1007/s10489-022-04358-7,Jiaxing YuAliasghar ArabJingang YiXiaofei PeiXuexun Guo,2022.0,https://link.springer.com/article/10.1007/s10489-022-04358-7,Article
