IsROS,IsCybersecurity,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation  of Privilege,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robot First Aid: Autonomous Vehicles Could Help in Emergencies,M. Cooney; F. Valle; A. Vinel,"School of Information Technology, Halmstad University, Halmstad, Sweden; School of Information Technology, Halmstad University, Halmstad, Sweden; School of Information Technology, Halmstad University, Halmstad, Sweden",2021 Swedish Artificial Intelligence Society Workshop (SAIS),2021-07-19,2021.0,,,1.0,4.0,"Safety is of critical importance in designing autonomous vehicles (AVs) that will be able to perform effectively in complex, mixed-traffic, real-world urban environments. Some prior research has looked at how to proactively avoid accidents with safe distancing and driver monitoring, but currently little research has explored strategies to recover afterwards from emergencies, from crime to natural disasters. The current short paper reports on our ongoing work using a speculative prototyping approach to explore this expansive design space, in the context of how a robot inside an AV could be deployed to support first aid. As a result, we present some proposals for how to detect emergencies, and examine and help victims, as well as lessons learned in prototyping. Thereby, our aim is to stimulate discussion and ideation that-by considering the prevalence of Murphy's law in our complex world, and the various technical, ethical, and practical concerns raised-could potentially lead to useful safety innovations.",,978-1-6654-4236-7,10.1109/SAIS53221.2021.9483964,Knowledge Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483964,,Technological innovation;Conferences;Urban areas;Safety;Proposals;Artificial intelligence;Robots,,7.0,,18.0,IEEE,2021-07-19,14-15 June 2021,14-15 June 2021,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Model-Based Fusion of GNSS and Multiple-IMUs,A. Sharma; S. Gilgien; J. Skaloud,"Environmental Sensing Observatory, Swiss Federal Institute of Technology, Lausanne, Switzerland; Environmental Sensing Observatory, Swiss Federal Institute of Technology, Lausanne, Switzerland; Environmental Sensing Observatory, Swiss Federal Institute of Technology, Lausanne, Switzerland",2024 11th International Workshop on Metrology for AeroSpace (MetroAeroSpace),2024-07-23,2024.0,,,266.0,271.0,"Autonomous navigation of drones in environments with intermittently poor GNSS reception remains a complex problem with small and lightweight sensors. Conventional kinematic frameworks, fusing inertial sensors with satellite positioning, often falter under such conditions. Besides, recent developments propose the incorporation of flight aerodynamics through a so-called Vehicle Dynamic Model (VDM) to mitigate position drift during GNSS outages; however, these approaches have predominantly employed a single Inertial Measurement Unit (IMU). In this research, we improve navigation resilience by proposing a novel architecture that fuses measurements from multiple IMUs with GNSS and aerodynamics via the VDM-based system. We rigorously validate this architecture through four comprehensive flight tests, each comprising two GNSS outages lasting two minutes. The results indicate statistically comparable performance when fusing data from one to four small IMUs with only a modest increase in computational burden in the latter case. On the other hand, the multi-IMU system exhibits considerably higher information redundancy and therefore improves the robustness in terms of maintaining effective drone positioning even during multiple IMU failures and GNSS denial, assuming fault detection and isolation are correctly addressed which are outside the scope of this contribution.",2575-7490,979-8-3503-8504-5,10.1109/MetroAeroSpace61015.2024.10591587,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10591587,Field Robots;Software-Hardware Integration for Robot Systems;Sensor Fusion,Global navigation satellite system;Satellites;Inertial sensors;Fault detection;Termination of employment;Computer architecture;Aerodynamics,,2.0,,27.0,IEEE,2024-07-23,3-5 June 2024,3-5 June 2024,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Asymmetric Propulsion: One Blade, Unlimited Potential",J. Kaeli; R. Littlefield; P. Warren; F. Jaffre; C. Cluett; R. Govostes,"ARMADA Marine Robotics, Inc., East Falmouth, United States; ARMADA Marine Robotics, Inc., East Falmouth, United States; ARMADA Marine Robotics, Inc., East Falmouth, United States; Woods Hole Oceanographic Institution, Woods Hole, United States; Woods Hole Oceanographic Institution, Woods Hole, United States; Woods Hole Oceanographic Institution, Woods Hole, United States",OCEANS 2023 - Limerick,2023-09-12,2023.0,,,1.0,7.0,"A propeller generates thrust in the axial direction by spinning the blade around its axis of rotation. With an asymmetric propeller, such as one with a single blade, the speed can be varied throughout each rotation to create an additional turning moment that can be used to steer the vehicle. In this way, a streamlined Autonomous Underwater Vehicle (AUV) can be maneuvered using a only single motor and without the need for fins or additional control surfaces. In this paper, we present recent results from our continued development of Asymmetric Propulsion.",,979-8-3503-3226-1,10.1109/OCEANSLimerick52467.2023.10244647,National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10244647,AUV;UUV;Propulsion,Sea surface;Autonomous underwater vehicles;Propellers;Blades;Propulsion;Turning;Spinning,,1.0,,16.0,IEEE,2023-09-12,5-8 June 2023,5-8 June 2023,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iPaddle: An Intelligent Swimming Training System,J. O. Cabrera-Arellano; J. L. Hernandez-Hernandez; A. Marin-Hernandez; R. Cruz-Estrada; S. Hernandez-Mendez; J. M. Guzman-Saldaña,"Faculty of Physics, Universidad Veracruzana, Xalapa, Mexico; Faculty of Physics, Universidad Veracruzana, Xalapa, Mexico; Research Institute on Artificial Intelligence Universidad Veracruzana, Xalapa, Mexico; Research Institute on Artificial Intelligence Universidad Veracruzana, Xalapa, Mexico; Research Institute on Artificial Intelligence Universidad Veracruzana, Xalapa, Mexico; Sports Activities, Office Universidad Veracruzana, Xalapa, Mexico","2022 IEEE International Autumn Meeting on Power, Electronics and Computing (ROPEC)",2023-01-25,2022.0,6.0,,1.0,6.0,"This paper presents an implementation of an intel-ligent swimming rowing system which consists of a swimming paddle attached to a motor connected by an inextensible cable. This system consists of a combination of two elements to create a device that simulates an aquatic environment out of water The first element consists of: an inertial system measurement unit, a communication device and a battery; all placed inside the swimming paddle. The second element is composed of an odometric arrangement consisting of an effort returning motor that coils the cable to compute by odometry the distance from motor to the paddle. In combination with the acceleration and rotational speed provided by the IMU, the motor apply resistant to simulate an aquatic environment. This device has proved is uttility because as being out of the water, the coach has a better control to analyze and correct the swimming technique of the athletes. Moreover, position, speed, acceleration and effort done by swimmer can be analyzed later offline.",2573-0770,978-1-6654-5892-4,10.1109/ROPEC55836.2022.10018703,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018703,,Training;Wireless communication;Resistance;Force;Velocity control;Mathematical models;Power electronics,,1.0,,17.0,IEEE,2023-01-25,9-11 Nov. 2022,9-11 Nov. 2022,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minimum-Time Path Planning for Autonomous Landing of UAV on Aerial Drone Carrier,M. Alijani; A. Osman,"Department of Industrial Engineering, University of Trento, Italy; Department of Industrial Engineering, University of Trento, Italy",2021 International Conference on Unmanned Aircraft Systems (ICUAS),2021-07-19,2021.0,,,673.0,678.0,"The motivation for this work stems from the need to develop trajectory planning algorithms for small UAVs with limited resources. The goal is to address one of the most critical problems in UAV design, namely weight constraints. Therefore, in order to reduce the weight, small batteries are used which affect the flight duration and overall performance. To increase the operating time during a mission, frequent recharging is typically required. To solve this problem, an autonomous air-to-air take-off and landing on a drone carrier for recharging is proposed. The main objective of this study is to calculate the minimum time and thus the shortest maneuver route between the UAV and the drone carrier. To achieve this goal, the path planning algorithm is utilized through the closed-loop direct optimal control approach to calculate the optimal time, which is defined as a cost function. In addition to the optimization techniques, the singular perturbation technique (SPT) and the Hamiltonian are used to solve and refine the optimal control problem (OCP). Finally, the numerical simulation results in both open and closed loop are presented and the performance of the proposed algorithm is evaluated.",2575-7296,978-1-6654-1535-4,10.1109/ICUAS51884.2021.9476875,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476875,Autonomous air-to-air landing;Aerial drone carrier;Optimal control problem (OCP);Unmanned aerial vehicle (UAV);Path planning,Solid modeling;Three-dimensional displays;Power demand;Trajectory planning;Perturbation methods;Optimal control;Robot sensing systems,,1.0,,22.0,IEEE,2021-07-19,15-18 June 2021,15-18 June 2021,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energy Harvest with WAVE. At Sea Trials and Preliminary Results,L. Bazzarello; A. Collevecchio; D. Cosimo; D. Di Vito; G. Gillini; G. Antonelli; A. Caffaz; A. Traverso,"Naval Support and Experimentation Centre, Italian Navy, La Spezia, Italy; Naval Support and Experimentation Centre, Italian Navy, La Spezia, Italy; Dept. of Information Engeneering, University of Pisa, Pisa, Italy; University of Cassino, Cassino, Italy; Everybotics srl, Cassino, Italy; University of Cassino, Cassino, Italy; Graal Tech, Genova, Italy; University of Genova, Genova, Italy",2024 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters (MetroSea),2024-12-03,2024.0,,,507.0,511.0,"The ability of Maritime Unmanned Systems (MUS) to perform certain tasks is often closely linked to their endurance. This article presents experimental results on a vehicle equipped with a wing system, designed to exploit wave motion for propulsive thrust. After a brief overview of the current state of the art and its limitations, the operating principle of the system is described. Results from sea trials with an initial prototype airfoil are then presented, demonstrating the possibility to generate a zero-cost propulsion. Additionally, a second set of controlled environment tests is reported, where waves of varying height, period, and shape were generated to evaluate the system's performance under different conditions. The findings suggest that this innovative approach can significantly reduce the energy used for propulsion, thereby enhancing the endurance of MUS.",,979-8-3503-7900-6,10.1109/MetroSea62823.2024.10765624,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10765624,AUV;MUS;Wave propulsion;energy harvesting;sea trials,Shape;Autonomous systems;System performance;Conferences;Sea measurements;Prototypes;Propulsion;Metrology;Automotive components,,,,12.0,IEEE,2024-12-03,14-16 Oct. 2024,14-16 Oct. 2024,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aerodynamic experimental investigation and analysis of the flow and thrust generation of the flexible flat flapping wing robot,K. Tangudomkit; P. Smithmaitrie,"Dept. of Mechanical Engineering, Faculty of Engineering, Prince of Songkla University, Hat Yai, Songkhla, Thailand; Dept. of Mechanical Engineering, Faculty of Engineering, Prince of Songkla University, Hat Yai, Songkhla, Thailand","2021 Second International Symposium on Instrumentation, Control, Artificial Intelligence, and Robotics (ICA-SYMP)",2021-02-26,2021.0,,,1.0,6.0,"For micro unmanned aerial vehicles with the flapping wing mechanism, the thrust is produced by the unsteady aerodynamics. The produced flapping thrust is similar to the thrust created in nature. However, the aerodynamic flow of the bionic flapping wings and produced thrust relationship has not been truly investigated. This study has found the vortex locations behind the wings that affect the thrust at specific periods of the flapping cycle. The aerodynamic flow field around the flapping wingspan of 33 cm is visually observed and reported by the smoke wire technique. The leading edge and trailing edge vortexes are recorded with a high-speed VDO camera as well as the real-time produced thrust is acquired. It was found that the leading edge vortex occurs near the top wing surface at the 20-degree upstroke wing position, the trailing edge vortex occurs after the 20-degree down stroke and the maximum thrust occurs at the −5-degree down stroke. In addition, the leading and trailing edge vortexes are created beneath the wings during the upstroke and changed to be the jet flow generating the thrust. The produced thrust and flapping stroke relationship are analyzed in this study. The investigation provides the fundamental knowledge to design the flying robot body configuration that could help generating thrust in the desired direction.",,978-1-7281-8760-0,10.1109/ICA-SYMP50206.2021.9358247,Prince of Songkla University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9358247,flapping wing;unsteady aerodynamic;leading edge vortex;trailing edge vortex;thrust;flying robot,Instruments;Wires;Aerodynamics;Cameras;Unmanned aerial vehicles;Real-time systems;Robots,,,,16.0,IEEE,2021-02-26,20-22 Jan. 2021,20-22 Jan. 2021,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploring Adversarial Obstacle Attacks in Search-Based Path Planning for Autonomous Mobile Robots,A. Szvoren; J. Liu; D. Kanoulas; N. Tuptuk,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Security and Crime Science, University College London, London, UK",2025 IEEE International Conference on Robotics and Automation (ICRA),2025-09-02,2025.0,,,14843.0,14849.0,"Path planning algorithms, such as the searchbased A*, are a critical component of autonomous mobile robotics, enabling robots to navigate from a starting point to a destination efficiently and safely. We investigated the resilience of the $A^{*}$ algorithm in the face of potential adversarial interventions known as obstacle attacks. The adversary's goal is to delay the robot's timely arrival at its destination by introducing obstacles along its original path. We developed malicious software to execute the attacks and conducted experiments to assess their impact, both in simulation using TurtleBot in Gazebo and in real-world deployment with the Unitree Go1 robot. In simulation, the attacks resulted in an average delay of 36 %, with the most significant delays occurring in scenarios where the robot was forced to take substantially longer alternative paths. In real-world experiments, the delays were even more pronounced, with all attacks successfully rerouting the robot and causing measurable disruptions. These results highlight that the algorithm's robustness is not solely an attribute of its design but is significantly influenced by the operational environment. For example, in constrained environments like tunnels, the delays were maximized due to the limited availability of alternative routes.",,979-8-3315-4139-2,10.1109/ICRA55743.2025.11128179,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128179,,Threat modeling;Software algorithms;Size measurement;Path planning;Robustness;Delays;Security;Robots;Faces;Resilience,,2.0,,23.0,IEEE,2025-09-02,19-23 May 2025,19-23 May 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HackCar: a test platform for attacks and defenses on a cost-contained automotive architecture,D. Stabili; F. Valgimigli; E. Torrini; M. Marchetti,"Department of Computer Science and Engineering, Alma Mater Studiorum - University of Bologna; Department of Engineering ""Enzo Ferrari"", University of Modena and Reggio Emilia; Department of Engineering ""Enzo Ferrari"", University of Modena and Reggio Emilia; Department of Engineering ""Enzo Ferrari"", University of Modena and Reggio Emilia",2024 IEEE Intelligent Vehicles Symposium (IV),2024-07-15,2024.0,,,1099.0,1105.0,"In this paper, we introduce the design of HackCar, a testing platform for replicating attacks and defenses on a generic automotive system without requiring access to a complete vehicle. This platform empowers security researchers to illustrate the consequences of attacks targeting an automotive system on a realistic platform, facilitating the development and testing of security countermeasures against both existing and novel attacks. The HackCar platform is built upon an F1−10th model, to which various automotive-grade microcontrollers are connected through automotive communication protocols. This solution is crafted to be entirely modular, allowing for the creation of diverse test scenarios. Researchers and practitioners can thus develop innovative security solutions while adhering to the constraints of automotive-grade microcontrollers. We showcase our design by comparing it with a real, licensed, and unmodified vehicle. Additionally, we analyze the behavior of the HackCar in both an attack-free scenario and a scenario where an attack on in-vehicle communication is deployed.",2642-7214,979-8-3503-4881-1,10.1109/IV55156.2024.10588738,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588738,,Protocols;Microcontrollers;Intelligent vehicles;Prototypes;Sensors;Security;Computer crime,,1.0,,42.0,IEEE,2024-07-15,2-5 June 2024,2-5 June 2024,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evaluating the effects of cyber-attacks on cyber physical systems using a hardware-in-the-loop simulation testbed,B. Potteiger; W. Emfinger; H. Neema; X. Koutosukos; C. Tang; K. Stouffer,"Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN; Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN; Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN; Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN; National Institute of Standards and Technology, Gaithersburg, MD; National Institute of Standards and Technology, Gaithersburg, MD",2017 Resilience Week (RWS),2017-10-30,2017.0,,,177.0,183.0,"Cyber-Physical Systems (CPS) consist of embedded computers with sensing and actuation capability, and are integrated into and tightly coupled with a physical system. Because the physical and cyber components of the system are tightly coupled, cyber-security is important for ensuring the system functions properly and safely. However, the effects of a cyberattack on the whole system may be difficult to determine, analyze, and therefore detect and mitigate. This work presents a model based software development framework integrated with a hardware-in-the-loop (HIL) testbed for rapidly deploying CPS attack experiments. The framework provides the ability to emulate low level attacks and obtain platform specific performance measurements that are difficult to obtain in a traditional simulation environment. The framework improves the cybersecurity design process which can become more informed and customized to the production environment of a CPS. The developed framework is illustrated with a case study of a railway transportation system.",,978-1-5090-6055-9,10.1109/RWEEK.2017.8088669,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8088669,Hardware-in-the-Loop;Model Integrated Computing;Vulnerability Assessment;Resilience;Cyber-Physical System;Experimentation;Testbed,Software;Computational modeling;Analytical models;Computer architecture;Computer security;Hardware,,9.0,,14.0,IEEE,2017-10-30,18-22 Sept. 2017,18-22 Sept. 2017,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Autonomous Surveillance Breakthrough by Implementing Facial Recognition in Dog Robots,A. Hafezi; M. Zibran; T. Deemyad,"Department of Mechanical and Measurement & Control Engineering, Idaho State University, Pocatello, ID, USA; Department of Computer Science, Idaho State University, Pocatello, ID, USA; Department of Mechanical and Measurement & Control Engineering, Idaho State University, Pocatello, ID, USA","2024 Intermountain Engineering, Technology and Computing (IETC)",2024-06-28,2024.0,,,221.0,226.0,"As the importance of security in today's world continues to escalate, technology's role in its enhancement has evolved significantly. From the inception of fixed security cameras monitored by individuals, advancements have steered towards autonomous threat recognition systems and the deployment of mobile robots for proactive security measures. Despite these technological strides, the exploration of autonomous robots in security has been relatively scant. This study takes a novel approach by repurposing the commercial GO2 Edu dog robot for security purposes, equipping it with a thermal camera and custom software for robust face detection in varying lighting conditions, aimed at achieving safer and more reliable face recognition. Furthermore, the mapping and navigational capabilities are studied by conducting experiments with a Turtlebot outfitted with a 2D RPLIDAR and depth camera using SLAM, laying the groundwork for the GO2 robot's autonomous operations. The results of these enhancements have shown to be promising in the context of bolstering security measures. The paper concludes with a discussion on potential future enhancements, paving the way for more sophisticated and autonomous security robots.",,979-8-3503-7307-3,10.1109/IETC61393.2024.10564247,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10564247,Security Technology;Dog Robots;Autonomous Robots;Legged Robots;Mapping and Navigation;Face Recognition,Simultaneous localization and mapping;Navigation;Face recognition;Robot vision systems;Lighting;Dogs;Cameras,,1.0,,32.0,IEEE,2024-06-28,13-14 May 2024,13-14 May 2024,IEEE,IEEE Conferences
True,True,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Cross-Layer Secure and Resilient Control of Delay-Sensitive Networked Robot Operating Systems,Z. Xu; Q. Zhu,"Department of Electrical and Computer Engineering, New York University, Brooklyn, USA; Department of Electrical and Computer Engineering, New York University, Brooklyn, USA",2018 IEEE Conference on Control Technology and Applications (CCTA),2018-10-28,2018.0,,,1712.0,1717.0,"A Robot Operating System (ROS) plays a significant role in organizing industrial robots for manufacturing. With an increasing number of the robots, the operators integrate a ROS with networked communication to share the data. This cyber-physical nature exposes the ROS to cyber attacks. To this end, this paper proposes a cross-layer approach to achieve secure and resilient control of a ROS. In the physical layer, due to the delay caused by the security mechanism, we design a time-delay controller for the ROS agent. In the cyber layer, we define cyber states and use Markov Decision Process to evaluate the tradeoffs between physical and security performance. Due to the uncertainty of the cyber state, we extend the MDP to a Partially Observed Markov Decision Process (POMDP). We propose a threshold solution based on our theoretical results. Finally, we present numerical examples to evaluate the performance of the secure and resilient mechanism.",,978-1-5386-7698-1,10.1109/CCTA.2018.8511500,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8511500,,Delays;Markov processes;Control systems;Cryptography;Service robots,,8.0,,21.0,IEEE,2018-10-28,21-24 Aug. 2018,21-24 Aug. 2018,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toward Achieving Fine-Grained Access Control of Data in Connected and Autonomous Vehicles,J. Cui; X. Chen; J. Zhang; Q. Zhang; H. Zhong,"Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui Engineering Laboratory of IoT Security Technologies, Institute of Physical Science and Information Technology, Anhui University, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui Engineering Laboratory of IoT Security Technologies, Institute of Physical Science and Information Technology, Anhui University, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui Engineering Laboratory of IoT Security Technologies, Institute of Physical Science and Information Technology, Anhui University, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui Engineering Laboratory of IoT Security Technologies, Institute of Physical Science and Information Technology, Anhui University, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui Engineering Laboratory of IoT Security Technologies, Institute of Physical Science and Information Technology, Anhui University, Hefei, China",IEEE Internet of Things Journal,2021-05-07,2021.0,8.0,10.0,7925.0,7937.0,"A connected and autonomous vehicle (CAV) is often fitted with a large number of onboard sensors and applications to support autonomous driving functions. Based on the current research, little work on applications' access to in-vehicle data has been done. Furthermore, most existing autonomous driving operating systems lack authentication and encryption units. As such, applications can excessively obtain confidential information, such as vehicle location and owner preferences and even upload it to the cloud, threatening the security of the vehicle and the privacy of the owner. In this study, we propose a fine-grained access control scheme to restrict applications' access to data in CAVs (FGAC-inCAVs). First, we present a system model composed of the following elements: a trusted third party (TTP), which is a fully trusted authority; perception components like sensors, which can capture the road information (pictures, videos, etc.); and multiple applications. Then, a fast attribute-based encryption (ABE) is presented, and security analysis also shows it is secure against selective and chosen-plaintext attacks. Furthermore, we propose a key update scheme based on the Chinese remainder theorem (CRT). Finally, the theoretical analysis and simulation experiments demonstrate its feasibility and efficiency.",2327-4662,,10.1109/JIOT.2020.3041860,"National Natural Science Foundation of China(grant numbers:61872001,62011530046,U1936220); Open Fund of Key Laboratory of Embedded System and Service Computing, Ministry of Education, Tongji University(grant numbers:ESSCKF2018-03); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9277522,Access control;attribute-based encryption (ABE);connected and autonomous vehicles (CAVs);security and privacy,Autonomous vehicles;Encryption;Privacy;Access control;Videos;Roads;Internet of Things,,22.0,,47.0,IEEE,2020-12-02,"15 May15, 2021",,IEEE,IEEE Journals
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Simulation and Analysis of Intentional EMI Attack Against Power Delivery Network of Ring Oscillator Based True Random Number Generator,Y. Kim; C. Lee; D. Fujimoto; Y. Hayashi,"Department of Semiconductor System Engineering, Sejong University, Seoul, Republic of Korea; Department of Electronic and Information Communication Engineering, Seoul, Republic of Korea; Nara Institute of Science and Technology (NAIST), Ikoma, Japan; Nara Institute of Science and Technology (NAIST), Ikoma, Japan","2025 IEEE International Symposium on Electromagnetic Compatibility, Signal & Power Integrity (EMC+SIPI)",2025-09-25,2025.0,,,93.0,96.0,"This article presents a simulation and analysis of an intentional electromagnetic interference (IEMI) attack targeting the power delivery network (PDN) of a ring-oscillator (RO)-based true random number generator (TRNG). The jitter of ROs is a source of randomness, and the randomness is key for maintaining the hardware security of the device. When the jitter is reduced due to the injected noise, the randomness of the TRNG is degraded. In this article, the simulation setup of IEMI attack is proposed. When the noise associated with IEMI injection to the PDN is delivered to the ROs and the locking occurs, the output response of the $\mathbf{R O}$ is affected. This phenomenon is simulated and validated via measurement. Also, the simulated outputs of the TRNG are evaluated. The proposed simulation is capable of predicting the randomness degradation under the IEMI attack.",2158-1118,979-8-3315-0874-6,10.1109/EMCSIPI52291.2025.11170246,"Ministry of Trade, Industry and Energy (MOTIE), South Korea(grant numbers:RS-2024-00419619); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11170246,IEMI Attack;Power Delivery Network;Ring Oscillator;True Random Number Generator,Ring oscillators;Degradation;Hardware security;Noise;Electromagnetic interference;Jitter;Generators,,,,7.0,IEEE,2025-09-25,18-22 Aug. 2025,18-22 Aug. 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Security Considerations in Modular Mobile Manipulation,B. Dieber; B. Breiling,"Institute for Robotics and Mechatronics, JOANNEUM RESEARCH, Klagenfurt, Austria; Institute for Robotics and Mechatronics, JOANNEUM RESEARCH, Klagenfurt, Austria",2019 Third IEEE International Conference on Robotic Computing (IRC),2019-03-28,2019.0,,,70.0,77.0,"Mobile manipulation will play an essential role in future production's intralogistics. In addition, it can be assumed that location-independence of manipulation will greatly contribute to flexible production and higher efficiency in robot use. Modular mobile manipulators can be combined from standalone robotic components like mobile platforms and serial arms. This combination enables more flexibility since the robot can be adapted to specific use-cases by exchanging hardware. However, since those robots tend to be very complex systems, their integration into networked Industry 4.0 environments will also cause security risks. In this paper, we present a security architecture and secure interaction workflows for modular mobile manipulators that on the one hand secure the system against unauthorized manipulation and on the other hand enable the integration of mobile manipulators into larger IT infrastructures. Using the example of our inhouse-developed CHIMERA mobile manipulator, we show which architectural means can be considered in order to make a modular mobile manipulator secure. We analyze the expected attack vectors on mobile manipulators and describe their mitigation within our architecture.",,978-1-5386-9245-5,10.1109/IRC.2019.00019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675656,security;robotics;ros;mobile manipulation;modularity,Security;Manipulators;Hardware;Software;Service robots;Computer architecture,,13.0,,26.0,IEEE,2019-03-28,25-27 Feb. 2019,25-27 Feb. 2019,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Learning Kit on IPv6 Deployment and its Security Challenges for Neophytes,A. M. Taib; N. A. Othman; R. S. Hamid; I. H. A. Halim,"Department of Computer Science, Universiti Teknologi MARA (UiTM), Malaysia; Department of Computer Science, Universiti Teknologi MARA (UiTM), Malaysia; Department of Computer Science, Universiti Teknologi MARA (UiTM), Malaysia; Department of Computer Science, Universiti Teknologi MARA (UiTM), Malaysia",2019 21st International Conference on Advanced Communication Technology (ICACT),2019-05-02,2019.0,,,419.0,424.0,"Understanding the IP address depletion and the importance of handling security issues in IPv6 deployment can make IT personnel becomes more functional and helpful to the organization. It also applied to the management people who are responsible for approving the budget or organization policy related to network security. Unfortunately, new employees or fresh graduates may not really understand the challenge related to IPv6 deployment. In order to be equipped with appropriate knowledge and skills, these people may require a few weeks of attending workshops or training. Thus, of course involving some implementation cost as well as sacrificing allocated working hours. As an alternative to save cost and to help new IT personnel become quickly educated and familiar with IPv6 deployment issues, this paper presented a learning kit that has been designed to include self-learning features that can help neophytes to learn about IPv6 at their own pace. The kit contains some compact notes, brief security model and framework as well as a guided module with supporting quizzes to maintain a better understanding of the topics. Since IPv6 is still in the early phase of implementation in most of developing countries, this kit can be an additional assisting tool to accelerate the deployment of IPv6 environment in any organization. The kit also can be used by teachers and trainers as a supporting tool in the classroom. The pre-alpha testing has attracted some potential users and the findings proved their acceptance. The kit has prospective to be further enhanced and commercialized.",1738-9445,979-11-88428-02-1,10.23919/ICACT.2019.8702042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8702042,IPv6 Deployment;Security Challenges;neophyte;Learning Kit;Self-learning,Security;Organizations;Tools;Personnel;Training;Software;Protocols,,1.0,,18.0,,2019-05-02,17-20 Feb. 2019,17-20 Feb. 2019,IEEE,IEEE Conferences
