IsROS,IsCybersec,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation of Privilege,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EH2JMYNA,conferencePaper,2021.0,"Li, Chunxia; Kong, Xiangxiang; Wang, Minjia; Yi, Jialin; Yi, Jinghan; Deng, Zhirui; Chen, Qin",Fungicidal Mechanism of Ortho-Phthaldialdehyde-benzyldlmethyldodecylammonlum Chloride as A Disinfectant Against Candida Albicans,The Fifth International Conference on Biological Information and Biomedical Engineering,978-1-4503-8929-7,,10.1145/3469678.3469710,https://doi.org/10.1145/3469678.3469710,"Candida albicans is a common fungal pathogen, which is resistant to most commonly used disinfectants. It can cause serious interference in more than ten countries and even lead to death, so it is considered to be a serious global health threat. Obviously, in order to effectively control the spread of Candida albicans, the development of an efficient disinfectant is an important strategy. In this research, the fungicidal mechanism of ODB for Candida albicans was investigated through membrane fluidity, membrane integrity, protein leakage, functional changes of cell and mitochondria. ODB can affect fluidity and integrity of the cell membrane of Candida albicans, result in large amount of ions, proteins, glycerol, reactive oxygen species, ATP and DNA to leak, lower or dysfunction mitochondria by deteriorating cell ability to produce ATP or to make use of ATP, and less DNA content. And all these changes in structure and function are the main causes of the ultimate death of Candida albicans.",2021,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,BIBE2021,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Candida albicans; Combined disinfectant; intracellular Content leakage; Mitochondria membrane potential; Succinate dehydrogenase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK8JA5W5,book,2022.0,,IoT '22: Proceedings of the 12th International Conference on the Internet of Things,,978-1-4503-9665-3,,,,,2022,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TLEU9ZYC,book,2023.0,,IC3-2023: Proceedings of the 2023 Fifteenth International Conference on Contemporary Computing,,979-8-4007-0022-4,,,,,2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55M247FH,conferencePaper,2025.0,"Ungruh, Robin",Are Recommender Systems Serving Children? Toward Child-Aware Design and Evaluation,Proceedings of the Nineteenth ACM Conference on Recommender Systems,979-8-4007-1364-4,,10.1145/3705328.3748752,https://doi.org/10.1145/3705328.3748752,"Recommender Systems research continuously improves recommendation strategies to meet the needs of a wide range of users and other stakeholders. However, much of this research centers on the traditional, adult user, often overlooking underrepresented demographics. One such group is children, frequent users of platforms driven by recommender systems. Children differ from adults in preferences and can be particularly vulnerable to certain content, raising questions about the harm recommender systems may pose.This PhD project advocates for child-aware recommender systems: systems that explicitly account for children as part of their users, recognizing their distinct needs, vulnerabilities, and rights. In pursuit of this goal, we investigate how well current recommender systems serve children, auditing algorithmic strategies from two complementary perspectives: The ‘traditional’ perspective focuses on whether recommendations align with children’s preferences. The perspective of ‘non-maleficence’ assesses suitability of content recommended, evaluating whether it respects children’s vulnerabilities to potentially harmful material. To do so, we audit current recommender systems according to both perspectives—not only in the short term, but also in the long term through simulation studies. Beyond auditing, we explore strategies and design directions for making recommender systems more responsible. Outcomes from this work should inform both academic and practitioner communities about the gaps in current systems and lay the groundwork for more equitable, safe, and meaningful recommendations for children.",2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,1451–1457,,,,,,,RecSys '25,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Children; Harms; Recommender Systems; Simulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HKUHC2M7,conferencePaper,2020.0,"Moghadas, Seyed Hamidreza; Pehl, Michael",ROPAD: a fully digital highly predictive ring oscillator probing attempt detector,Proceedings of the 57th ACM/EDAC/IEEE Design Automation Conference,978-1-4503-6725-7,,,,"Microprobing is an invasive attack technique to intercept data from on-chip signals. As a countermeasure, we propose a new probing detector for an industrial sub-40 nm advanced process node. It is based on ring oscillators incorporating bus lines. The oscillation frequency caused by the capacity of bus lines is differentially measured to detect attached probes. This concept reduces calibration effort and required protected non-volatile memory in comparison to state of the art. Furthermore, the protected bus line capacitance is increased up to four times. This work is the first analyzing the detector behavior considering cross coupling between the protected bus lines.",2020,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,DAC '20,,,,IEEE Press,,,,,,,,,,,,,ring oscillator; CMOS; invasive attacks; microprobing; PAD; probing detection; probing sensor; tamper protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445B6GPD,book,2024.0,,ICDCN '24: Proceedings of the 25th International Conference on Distributed Computing and Networking,,979-8-4007-1673-7,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AIHZFJII,book,2024.0,,HRI '24: Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,,979-8-4007-0322-5,,,,"Welcome one and all to the 19th Annual ACM/IEEE International Conference on Human-Robot Interaction (HRI)!We are so pleased to re-welcome the HRI community to Boulder, Colorado, where HRI 2021 would have been held, had the COVID pandemic not interfered. Following up on the successful in-person conference held last year in Sweden, this year's theme is ""HRI in the Real World,"" and focuses on advances that aim to bring human-robot interaction out of the lab and into everyday life.One aspect of this that we are very excited about is the introduction of a robot challenge to the conference activities, where teams from around the world will showcase their research and development via actual, interactive robots in the ""real world"" of an academic conference. It is our hope that this feature will grow and develop over the coming years into a staple of the HRI conference.This year's HRI conference saw an impressive surge in global interest, with 352 full paper submissions from around the world, marking a significant 40% increase compared to the previous year. These papers were categorized under relevant thematic subcommittees and underwent a double-blind review process, a rebuttal phase, and selective shepherding by the HRI program committee. From this process, 87 outstanding papers (24.7%) were chosen for full presentation at the conference. Reflecting our joint sponsorship with IEEE and ACM, all accepted papers will be accessible in the ACM Digital Library and IEEE Xplore.",2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GETSVBAN,conferencePaper,2018.0,"Liu, Jed; Corbett-Davies, Joe; Ferraiuolo, Andrew; Ivanov, Alexander; Luo, Mulong; Suh, G. Edward; Myers, Andrew C.; Campbell, Mark",Secure Autonomous Cyber-Physical Systems Through Verifiable Information Flow Control,Proceedings of the 2018 Workshop on Cyber-Physical Systems Security and PrivaCy,978-1-4503-5992-4,,10.1145/3264888.3264889,https://doi.org/10.1145/3264888.3264889,"Modern cyber-physical systems are complex networked computing systems that electronically control physical systems. Autonomous road vehicles are an important and increasingly ubiquitous instance. Unfortunately, their increasing complexity often leads to security vulnerabilities. Network connectivity exposes these vulnerable systems to remote software attacks that can result in real-world physical damage, including vehicle crashes and loss of control authority. We introduce an integrated architecture to provide provable security and safety assurance for cyber-physical systems by ensuring that safety-critical operations and control cannot be unintentionally affected by potentially malicious parts of the system. Fine-grained information flow control is used to design both hardware and software, determining how low-integrity information can affect high-integrity control decisions. This security assurance is used to improve end-to-end security across the entire cyber-physical system. We demonstrate this integrated approach by developing a mobile robotic testbed modeling a self-driving system and testing it with a malicious attack.",2018,2026-02-25 17:23:15,2026-02-25 17:23:15,,48–59,,,,,,,CPS-SPC '18,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FCT2BSFP,book,2025.0,,EASE '25: Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,,979-8-4007-1385-9,,,,,2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LX65CDHI,bookSection,2019.0,"Sonntag, Daniel",Medical and health systems,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233808,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,423–476,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7PGLXRC9,book,2024.0,,RobCE '24: Proceedings of the 2024 4th International Conference on Robotics and Control Engineering,,979-8-4007-1678-2,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMKANDNW,book,2025.0,,E-Energy '25: Proceedings of the 16th ACM International Conference on Future and Sustainable Energy Systems,,979-8-4007-1125-1,,,,,2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DZPXGNYI,bookSection,2019.0,"Tumuluri, Raj; Dahl, Deborah; Paternò, Fabio; Zancanaro, Massimo",Standardized representations and markup languages for multimodal interaction,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233806,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,347–392,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CBXHPEQI,conferencePaper,2025.0,"zou, lingling",Cross-application of plant immunization and computer technology,Proceedings of the 2025 International Symposium on Bioinformatics and Computational Biology,979-8-4007-1436-8,,10.1145/3747357.3747378,https://doi.org/10.1145/3747357.3747378,"Plant immunity is the core mechanism of plant defense against pathogens (e.g., bacteria, fungi, viruses), involving complex molecular recognition and signaling pathways. With the rapid development of artificial intelligence (AI), big data, Internet of Things (IoT) and other computer technologies, interdisciplinary research provides a new path to accurately analyze plant immunity mechanisms and enhance crop disease resistance and agricultural production efficiency. This combination not only helps to solve the problems of lagging disease prediction and long disease resistance breeding cycle in traditional agriculture, but also promotes precision agriculture and sustainable development.",2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,132–136,,,,,,,ISBCB '25,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YY833BCD,bookSection,2019.0,"Cafaro, Angelo; Pelachaud, Catherine; Marsella, Stacy C.",Nonverbal behavior in multimodal performances,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233803,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,219–262,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2XLGKQGQ,bookSection,2019.0,"Feld, Michael; Neβelrath, Robert; Schwartz, Tim",Software platforms and toolkits for building multimodal systems and applications,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233801,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,145–190,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X975QUFZ,book,2024.0,,BDIOT '24: Proceedings of the 2024 8th International Conference on Big Data and Internet of Things,,979-8-4007-1752-9,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJ96NAQE,bookSection,2019.0,"Waibel, Alexander",Multimodal dialogue processing for machine translation,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233811,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,577–620,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SKT7I3P5,bookSection,2019.0,"Hornung, Rachel; Chen, Nutan; van der Smagt, Patrick",Early integration for movement modeling in latent spaces,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233805,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,305–345,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PWN9F9VW,bookSection,2019.0,"Bohus, Dan; Horvitz, Eric",Situated interaction,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233800,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,105–143,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BG4XXNIU,book,2021.0,,SACMAT '21: Proceedings of the 26th ACM Symposium on Access Control Models and Technologies,,978-1-4503-8365-3,,,,"It is our great pleasure to welcome you to the ACM Symposium on Access Control Models and Technologies (SACMAT 2021). This year's symposium continues its tradition of being the premier forum for the presentation of research results and experience reports on leading-edge issues of access control, including models, systems, applications, and theory, while also embracing a renovated focus on the general area of security.The aim of the symposium is to share novel access control and security solutions that fulfill the needs of heterogeneous applications and environments, and to identify new directions for future research and development.SACMAT provides researchers and practitioners with a unique opportunity to share their perspectives with others interested in the various aspects of access control and security.",2021,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AEHQM3L4,book,2023.0,,IPSN '23: Proceedings of the 22nd International Conference on Information Processing in Sensor Networks,,979-8-4007-0118-4,,,,,2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EHPEBFJ5,conferencePaper,2024.0,"Wang, Boyi; Liu, Peng; Li, Chunpei; Huo, Hao; Chen, Yuhan",Auditable Data Sharing Model for Multi-Domain Privacy Information Retrieval,"Proceedings of the 2024 3rd International Conference on Networks, Communications and Information Technology",979-8-4007-1704-8,,10.1145/3672121.3672125,https://doi.org/10.1145/3672121.3672125,"In recent years, heightened concerns regarding personal privacy and trade secrets underscore the need to safeguard retrieved statements in data interactions, often containing easily compromised sensitive information. While Privacy Information Retrieval (PIR) techniques aim to address this, current applications primarily focus on protecting indexed resource locations within a single administrative domain. In multi-domain PIR, entities demand higher resource availability and trustworthiness, necessitating a balance between access record audit and retrieval keyword confidentiality. This paper addresses privacy information retrieval and resource authorization in multi-management domain scenarios, proposing a novel auditable blockchain-driven multi-domain privacy information retrieval model, BDMD-PIR. Leveraging a cloud-chain storage collaboration approach and blockchain ledgers, BDMD-PIR facilitates asset sharing across multiple data domains. Additionally, mainstream PIR schemes are adapted and optimized to alleviate communication overhead and computational burdens of resource-constrained entities. Rigorous security analysis and experimental simulations demonstrate BDMD-PIR’s resilience to various attacks and offer viable solutions to inherent security challenges in PIR and multi-data domain sharing.",2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,13–18,,,,,,,CNCIT '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Blockchain; Access Control; Data Sharing; Database Systems; Privacy Information Retrieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UHTMXR4E,book,2025.0,,"HumanSys '25: Proceedings of the 3rd International Workshop on Human-Centered Sensing, Modeling, and Intelligent Systems",,979-8-4007-1609-6,,,,,2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3E4S82Y4,conferencePaper,2022.0,"Gao, Yifang; Li, Wei",A Searchable Encryption Scheme Over Facial Image,Proceedings of the 6th International Conference on Control Engineering and Artificial Intelligence,978-1-4503-8591-6,,10.1145/3522749.3523088,https://doi.org/10.1145/3522749.3523088,"In recent years, facial image search has been widely used. Although offering considerable convenience, facial image search also poses a severe threat to people’s privacy. How to conduct facial image search while protecting privacy has become a challenge. We design a scheme of searchable encryption facial image. The scheme is separated into two phases: uploading phase and retrieval phase. At the phase of uploading, the facial image is divided into two parts: the obfuscated features of the facial image and the encrypted facial image. In the retrieval phase, the facial image features are extracted and the similarity is calculated with the obfuscated facial features in the cloud after being obfuscated to obtain the closest obfuscated facial features and the corresponding encrypted facial image, then the encrypted facial image is decrypted in order to acquire the original facial image. Specifically, Facenet512 is used to collect facial image features while the obfuscation function is designed to obfuscate those facial image features and the Advanced Encryption Standard (AES) algorithm is used to encrypt facial images. Theoretical analysis and experimental results indicate that the scheme possesses favorable performance and high security.",2022,2026-02-25 17:23:15,2026-02-25 17:23:15,,107–112,,,,,,,CCEAI '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,AES encryption algorithm; Feature extraction; Identity verification.; Obfuscation function; Searchable encryption; Security analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3DFHAL3W,book,2024.0,,FTfJP 2024: Proceedings of the 26th ACM International Workshop on Formal Techniques for Java-like Programs,,979-8-4007-1111-4,,,,"Welcome to the 26th Workshop on Formal Techniques for Java-like Programs (FTfJP 2024), co-located with ECOOP and ISSTA 2024 and held in Vienna, Austria on September 20, 2024",2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3I4AG7KL,book,2023.0,,"SPLASH 2023: Companion Proceedings of the 2023 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",,979-8-4007-0384-3,,,,"Welcome to SPLASH 2023, the 38th ACM SIGPLAN International Conference on Systems, Programming, Languages and Applications: Software for Humanity, held in the peaceful town of Cascais, half an hour from Lisbon, Portugal. SPLASH usually takes place over six days, Sunday to Friday, and this year is no exception: Cascais welcomes SPLASH from the 22nd to the 27th October.",2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XWBXBNF9,conferencePaper,2025.0,"Georgiou, Chryssis; Nicolaou, Nicolas; Trigeorgi, Andria",Dynamic Distributed Shared Memory: When&amp;How?,Proceedings of the 12th Workshop on Principles and Practice of Consistency for Distributed Data,979-8-4007-1558-7,,10.1145/3721473.3722140,https://doi.org/10.1145/3721473.3722140,"Maintaining reliability and efficiency in dynamic distributed systems is challenging, especially with changing networked nodes due to workload shifts, network fluctuations, or system failures. Implementing a dynamic Distributed Shared Memory (DSM) service is not an exception. In DSM, a set of nodes (servers) maintain copies of memory data, and clients access the data by sending messages to these servers. The main challenge is ensuring system's reliability and performance when the set of those servers may change over time.Although dynamic DSM has been widely studied, the majority of the solutions oversee a critical aspect: when changes in the system are necessary and how is it best to modify the server set. This work focuses on developing strategies for when and how to reconfigure the set of servers in a DSM to preserve performance and longevity of the service. To identify when a reconfiguration is needed, we detect server anomalies using metrics collected through system monitoring tools (e.g. Prometheus) and two different approaches: (i) threshold-based detection, and (ii) machine learning (ML) models. The outcome of the detection is then fed to reconfiguration strategies that determine the best set of servers that will benefit the system's performance.",2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,1–7,,,,,,,PaPoC '25,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,machine learning; anomaly detection; fault tolerance; distributed shared memory; monitoring tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYQPUQ2R,conferencePaper,2016.0,"Miura, Noriyuki; Najm, Zakaria; He, Wei; Bhasin, Shivam; Ngo, Xuan Thuy; Nagata, Makoto; Danger, Jean-Luc",PLL to the rescue: a novel EM fault countermeasure,Proceedings of the 53rd Annual Design Automation Conference,978-1-4503-4236-0,,10.1145/2897937.2898065,https://doi.org/10.1145/2897937.2898065,"Electromagnetic injection (EMI) is a powerful and precise technique for fault injection in modern ICs. This intentional fault can be utilized to steal secret information hidden inside of ICs. Unlike laser fault injection, tedious package decapsulation is not needed for EMI, which reduces an attacker's cost and thus causes a serious information security threat. In this paper, a PLL-based sensor circuit is proposed to detect EMI reactively on chip. A fully automatic design flow is devised to integrate the proposed sensor together with a cryptographic processor. A high fault detection coverage and a small hardware overhead are demonstrated experimentally on an FPGA platform.",2016,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,DAC '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,countermeasure; electromagnetic attacks; fault attacks; PLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7R6AS227,book,2023.0,,UCC '23: Proceedings of the 16th IEEE/ACM International Conference on Utility and Cloud Computing,,979-8-4007-0234-1,,,,The IEEE/ACM International Conference on Utility and Cloud Computing (UCC) is a premier annual conference series aiming to provide a platform for researchers from both academia and industry to present new discoveries in the broad area of Cloud and Edge utility computing and applications.,2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2T33Q3TE,journalArticle,2025.0,"Harrington, Brian; Zlotnikova, Irina; Nadarajan, Gayathri; Ekundayo, Samuel",Did Alice Do Wrong? Cross-Cultural Differences in Student Perceptions of Generative AI Use in University Computing Education,ACM Trans. Comput. Educ.,,,10.1145/3776558,https://doi.org/10.1145/3776558,"The rise of generative AI (GenAI) in higher education has prompted urgent debates surrounding academic integrity and ethical use. This study examines cross-cultural differences in student perceptions of GenAI use, comparing responses from students at Canadian and South Korean universities. Using a scenario-based survey administered in Fall 2024, we analyzed how students judged the ethicality and rule compliance of AI-assisted coding practices. Results reveal that Canadian students were consistently more likely to perceive the use of GenAI as both unethical and against institutional policies compared to Korean students, despite functionally identical institutional policies. Statistical analysis, including Mann-Whitney U tests and correlation coefficients, demonstrated significant differences across nearly all scenarios. Analysis of the factors used in generating scenarios indicated that the amount of AI-generated code incorporated into assignments most strongly influenced ethical judgments. Findings were interpreted through Hofstede’s cultural dimensions framework, suggesting that cultural factors such as power distance, individualism, and uncertainty avoidance significantly shape students’ ethical reasoning regarding GenAI. Our results contribute to the growing body of evidence emphasizing that equitable AI integration in education must be culturally responsive, taking into account diverse conceptions of academic integrity. We advocate for the development of nuanced AI-use guidelines that are sensitive to local cultural contexts while upholding fundamental principles of academic honesty. This study highlights the need for ongoing cross-cultural research to inform ethical AI policies and support responsible GenAI use in global higher education settings.",2025-12-01 00:00:00,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,1,26.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,academic integrity; AI ethics; computing education; cross-cultural student perceptions; generative artificial intelligence; university education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
